,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_LATITUDE,POO_LONGITUDE,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,EVACUATION_REPORTED,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FODJ_INCIDENT_ID,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_COMPLEX_NAME,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS,FIRED_ID,FIRED_ACRES,FIRED_SIMPLE_FSR,FIRED_MAX_GROWTH,FIRED_IG_LON,FIRED_IG_LAT
7884,2006_CA-BDU-006570_GOODALE,CA-BDU-006570,GOODALE,WF,3750,L,FALSE,6/26/06 14:34,177,6/29/06 18:00,0,Chaparral (6 feet),,,0,,,,,Inyo,36.97638900000001,-118.264444,ABERDEEN AREA (BETWEEN INDEPENDENCE & BIG PINE),CA,1112469,2006,,0,0,0,0,0,0,,,6/29/06 18:00,,8,FALSE,,70,3,70,34,2138,11,6/27/06 21:00,178,587,6/28/06 20:00,179,6/27/06 21:00,178,1750,6/27/06 21:00,178,1,"[nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2006_CA-BDU-006570_GOODALE,[9208],1,['CA3696011828320060626-GOODALE'],177,181,['Natural'],3747.1,"[{'ID': 9208, 'MTBS_ID': 'CA3696011828320060626(GOODALE)', 'COORDS': (36.97638889, -118.26444440000002), 'CAUSE': 'Natural', 'SIZE': 3747.1, 'DISC': 177, 'CONT': 181.0}]","[(36.97638889, -118.26444440000002)]",,1,1,1,9208,36.97638889,-118.2644444,CA3696011828320060626(GOODALE),"(36.97638889, -118.26444440000002)",43767,3553.896508,1184.632169,3447.810045,-118.2820922,36.97291666
7885,2006_CA-BDU-006942_MESA,CA-BDU-006942,MESA,WF,50,U,FALSE,7/4/06 14:02,185,7/5/06 0:00,0,Chaparral (6 feet),,,0,H,TRUE,,,San Bernardino,34.36194444,-117.39,MESA LINDA ST X/OF DUXBURY (SOUTH HESPERIA AREA),CA,,2006,,0,0,0,0,0,0,,,7/5/06 13:00,,3,FALSE,,,,,7,,5,7/4/06 15:15,185,,7/4/06 15:15,185,7/4/06 15:15,185,50,7/4/06 15:15,185,0,"[nan, nan, nan]",,,0,2006_CA-BDU-006942_MESA,[1372664],1,,185,185,['Equipment and vehicle use'],10.2,"[{'ID': 1372664, 'COORDS': (34.36194444, -117.39), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 10.2, 'DISC': 185, 'CONT': 185.0}]","[(34.36194444, -117.39)]",,1,1,0,1372664,34.36194444,-117.39,,"(34.36194444, -117.39)",44557,212.1729259,106.0864629,159.1296944,-117.6889087,34.54375
7886,2006_CA-BDU-007152_SPILLWAY,CA-BDU-007152,SPILLWAY,WF,25,U,FALSE,7/7/06 22:20,188,7/8/06 6:30,0,Brush (2 feet),,,0,,,,,San Bernardino,34.341389,-117.236667,DEEP CREEK SPILLWAY,CA,,2006,,0,0,0,0,0,0,,,7/8/06 16:30,,2,FALSE,,,,,,70,,7/8/06 1:30,189,35,7/8/06 1:30,189,7/8/06 1:30,189,25,7/8/06 1:30,189,1,"[nan, nan]",,,0,2006_CA-BDU-007152_SPILLWAY,[17564],1,,188,189,['Missing data/not specified/undetermined'],25,"[{'ID': 17564, 'COORDS': (34.34611111, -117.23166670000002), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 25.0, 'DISC': 188, 'CONT': 189.0}]","[(34.34611111, -117.23166670000002)]",,1,1,0,17564,34.34611111,-117.2316667,,"(34.34611111, -117.23166670000002)",,,,,,
7887,2006_CA-BDU-007757_CRAFTON,CA-BDU-007757,CRAFTON,WF,163,U,FALSE,7/21/06 14:40,202,7/22/06 8:00,0,Short Grass (1 foot),,,1,,,,,San Bernardino,34.04,-117.106389,Crafton Hills College Area  Yucaipa,CA,150484,2006,,0,0,0,0,0,0,,,7/22/06 18:00,,3,FALSE,,25,15,,10,293,10,7/21/06 16:20,202,207,7/21/06 16:20,202,7/22/06 8:30,203,150,7/21/06 16:20,202,1,"[nan, nan, nan]",,,0,2006_CA-BDU-007757_CRAFTON,[1372667],1,,202,203,['Missing data/not specified/undetermined'],160,"[{'ID': 1372667, 'COORDS': (34.04111111, -117.11305559999998), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 160.0, 'DISC': 202, 'CONT': 203.0}]","[(34.04111111, -117.11305559999998)]",,1,1,0,1372667,34.04111111,-117.1130556,,"(34.04111111, -117.11305559999998)",,,,,,
7888,2006_CA-BDU-007819_BDU LIGHTNING,CA-BDU-007819,BDU LIGHTNING,WF,30,L,FALSE,7/22/06 14:00,203,,0,Chaparral (6 feet),,,0,,,,,San Bernardino/Inyo,34.126389,-116.414167,San Bernardino Unit,CA,,2006,,0,0,0,0,0,0,,,7/24/06 6:00,,1,FALSE,,,,,,5,,7/24/06 6:00,205,5,7/24/06 6:00,205,7/24/06 6:00,205,15,7/24/06 6:00,205,2,[nan],,,0,,,,,,,,,,,,,,,,,,,"(nan, nan)",,,,,,
7889,2006_CA-BDU-7456_EDGEMONT,CA-BDU-7456,EDGEMONT,WF,575,U,FALSE,7/14/06 20:00,195,7/15/06 12:00,0,Chaparral (6 feet),,,1,,,,,San Bernardino,34.0175,-117.146944,Sunset & Edgemont  Redlands,CA,365000,2006,,1,0,0,1,0,0,,,7/17/06 9:30,,5,FALSE,,100,,100,,966,,7/15/06 2:30,196,494,7/15/06 2:30,196,7/15/06 18:00,196,500,7/15/06 2:30,196,1,"[nan, nan, nan, nan, nan]",,,0,2006_CA-BDU-7456_EDGEMONT,[1372655],1,,195,196,['Equipment and vehicle use'],575,"[{'ID': 1372655, 'COORDS': (34.02611111, -117.13), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 575.0, 'DISC': 195, 'CONT': 196.0}]","[(34.02611111, -117.13)]",,1,1,0,1372655,34.02611111,-117.13,,"(34.02611111, -117.13)",,,,,,
7890,2006_CA-BEU-002665_RICO,CA-BEU-002665,RICO,WF,14507,L,FALSE,7/22/06 17:41,216,7/27/06 18:00,0,Chaparral (6 feet),,,13,,,,,Monterey,36.05,-120.75,THE FIRE IS EAST OF THE COMMUNITY OF SAN ARDO,CA,4060000,2006,,0,0,0,1,0,0,,,8/4/06 0:00,,20,FALSE,,30,,30,106,8032,16,7/25/06 19:00,206,913,7/26/06 19:00,207,7/26/06 19:00,207,5220,7/23/06 18:15,204,-9,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2006_CA-BEU-002665_RICO,[319125],1,['CA3605012069320060722-RICO'],203,209,['Natural'],14507,"[{'ID': 319125, 'MTBS_ID': 'CA3605012069320060722(RICO)', 'COORDS': (36.05, -120.751), 'CAUSE': 'Natural', 'SIZE': 14507.0, 'DISC': 203, 'CONT': 209.0}]","[(36.05, -120.751)]",,1,1,1,319125,36.05,-120.751,CA3605012069320060722(RICO),"(36.05, -120.751)",44520,14852.104809999999,1650.233868,5092.150221,-120.7228012,36.03541666
7891,2006_CA-BEU-002790_PARIS,CA-BEU-002790,PARIS,WF,160,H,FALSE,7/29/06 13:21,210,7/30/06 18:00,0,Chaparral (6 feet),,,1,,,,,Monterey,36.066666999999995,-120.983333,HWY 101 x PARIS VALLEY  10MILES SW OF KING CITY,CA,,2006,,0,0,0,0,0,0,,,8/13/06 13:55,,7,FALSE,,,,,22,746,9,7/29/06 19:00,210,171,7/29/06 19:00,210,7/29/06 19:00,210,160,7/29/06 19:00,210,0,"[nan, nan, nan, nan, nan, nan, nan]",,,0,2006_CA-BEU-002790_PARIS,[319162],1,,210,211,['Missing data/not specified/undetermined'],160,"[{'ID': 319162, 'COORDS': (36.045439, -121.05623100000001), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 160.0, 'DISC': 210, 'CONT': 211.0}]","[(36.045439, -121.05623100000001)]",,1,1,0,319162,36.045439,-121.056231,,"(36.045439, -121.05623100000001)",44699,4084.328823,453.8143136,1538.253712,-120.8150195,35.82291666
7892,2006_CA-BTU-006929_SKYWAY,CA-BTU-006929,SKYWAY,WF,23,U,FALSE,6/23/06 18:49,174,6/23/06 22:00,0,Tall Grass (2.5 feet),,,1,,,,,Butte,39.731389,-121.681111,Skyway below Paradise,CA,,2006,,0,0,0,0,0,0,,,6/25/06 9:00,,3,FALSE,,50,,50,6,497,4,6/23/06 19:45,174,261,6/23/06 19:45,174,6/23/06 19:45,174,23,6/23/06 19:45,174,0,"[nan, nan, nan]",,,0,,,,,,,,,,,,,,,,,,,"(nan, nan)",,,,,,
7893,2006_CA-BTU-008059_SKYWAY,CA-BTU-008059,SKYWAY,WF,453,U,FALSE,7/17/06 0:30,198,7/17/06 3:30,0,Short Grass (1 foot),,,0,,,,,Butte,39.7025,-121.758333,EAST OF CHICO,CA,,2006,,0,0,0,0,0,0,,,7/20/06 6:00,,3,FALSE,,,,,,9,,7/17/06 18:00,198,9,7/17/06 18:00,198,7/17/06 18:00,198,440,7/17/06 18:00,198,0,"[nan, nan, nan]",,,0,2006_CA-BTU-008059_SKYWAY,[1353934],1,,198,198,['Equipment and vehicle use'],451,"[{'ID': 1353934, 'COORDS': (39.79111111, -121.7788889), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 451.0, 'DISC': 198, 'CONT': 198.0}]","[(39.79111111, -121.7788889)]",,1,1,0,1353934,39.79111111,-121.7788889,,"(39.79111111, -121.7788889)",,,,,,
7894,2006_CA-BTU-010145_RIDGE,CA-BTU-010145,RIDGE,WF,14,U,FALSE,9/1/06 21:40,244,9/3/06 20:00,0,Timber (Litter and Understory),,,0,,,,,Butte,39.608333,-121.432778,5 MI SOUTH OF BERRY CREEK,CA,,2006,,1,0,0,1,0,0,,,9/4/06 7:00,,4,FALSE,,7,,3,,345,,9/2/06 5:00,245,134,9/2/06 19:00,245,9/2/06 5:00,245,14,9/2/06 5:00,245,1,"[nan, nan, nan, nan]",,,0,,,,,,,,,,,,,,,,,,,"(nan, nan)",,,,,,
7895,2006_CA-BTU-11011_POWELTON,CA-BTU-11011,POWELTON,WF,4,U,FALSE,9/21/06 22:26,264,9/22/06 18:00,0,Heavy Logging Slash,,,2,,,,,Butte,39.928611,-121.574167,LOVELOCK,CA,,2006,,0,0,0,0,0,0,,,9/22/06 18:00,,2,FALSE,,,,,2,290,2,9/22/06 7:00,265,232,9/22/06 7:00,265,9/22/06 7:00,265,4,9/22/06 7:00,265,1,"[nan, nan]",,,0,2006_CA-BTU-11011_POWELTON,[1352007],1,,264,264,['Equipment and vehicle use'],4,"[{'ID': 1352007, 'COORDS': (39.95111111, -121.57), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 4.0, 'DISC': 264, 'CONT': 264.0}]","[(39.95111111, -121.57)]",,1,1,0,1352007,39.95111111,-121.57,,"(39.95111111, -121.57)",,,,,,
7896,2006_CA-BTU-11118_SWEDES,CA-BTU-11118,SWEDES,WF,75,H,FALSE,9/23/06 23:12,266,9/24/06 8:20,0,Timber (Grass and Understory),,,1,,,,,Butte,39.443333,-121.433333,NE OF BANGOR  SWEDES FLAT RD,CA,,2006,,0,0,0,0,0,0,,,9/25/06 15:00,,2,FALSE,,,,,2,390,1,9/24/06 9:00,267,195,9/24/06 9:00,267,9/24/06 9:00,267,75,9/24/06 9:00,267,1,"[nan, nan]",,,0,2006_CA-BTU-11118_SWEDES,[1349231],1,,266,267,['Missing data/not specified/undetermined'],70,"[{'ID': 1349231, 'COORDS': (39.44694444, -121.41805559999999), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 70.0, 'DISC': 266, 'CONT': 267.0}]","[(39.44694444, -121.41805559999999)]",,1,1,0,1349231,39.44694444,-121.4180556,,"(39.44694444, -121.41805559999999)",45571,53.04323146,53.04323146,53.04323146,-121.8005396,39.09375
7897,2006_CA-CDD-5777_KINGSTON #1,CA-CDD-5777,KINGSTON #1,WF,5,L,FALSE,6/9/06 19:00,160,6/12/06 20:00,0,,,,0,,,,,San Bernardino,35.718610999999996,-115.757778,20 MILES SOUTH OF PAHRUMP NEVADA,CA,,2006,,0,0,0,0,0,0,,,6/16/06 0:00,,2,FALSE,,,,,2,56,1,6/10/06 16:40,161,28,6/10/06 16:40,161,6/10/06 16:40,161,5,6/10/06 16:40,161,1,"[nan, nan]",,,0,,,,,,,,,,,,,,,,,,,"(nan, nan)",,,,,,
7898,2006_CA-CDD-6651_KINGSTON #2,CA-CDD-6651,KINGSTON #2,WF,488,L,FALSE,7/6/06 0:00,187,7/12/06 18:00,0,,,,0,,,,,Sb County,36.17527800000001,-116.433333,KINGSTON MTS NEAR BAKER,CA,,2006,,0,0,0,0,0,0,,,7/13/06 11:00,,5,FALSE,,,,,14,218,7,7/8/06 12:35,189,90,7/8/06 12:35,189,7/13/06 11:00,194,448,7/7/06 20:36,188,7,"[nan, nan, nan, nan, nan]",,,0,2006_CA-CDD-6651_KINGSTON #2,[323038],1,,187,193,['Natural'],488,"[{'ID': 323038, 'COORDS': (35.7103, -115.9028), 'CAUSE': 'Natural', 'SIZE': 488.0, 'DISC': 187, 'CONT': 193.0}]","[(35.7103, -115.9028)]",,1,1,0,323038,35.7103,-115.9028,,"(35.7103, -115.9028)",,,,,,
7899,2006_CA-CDD-6806_MESQUITE,CA-CDD-6806,MESQUITE,WF,586,L,FALSE,7/10/06 19:08,191,7/12/06 18:00,0,,,,0,,,,,San Bernardino,35.42,-115.708333,BAKER,CA,,2006,,0,0,0,0,0,0,,,7/13/06 11:05,,2,FALSE,,,,,,28,,7/10/06 13:17,191,28,7/10/06 13:17,191,7/10/06 13:17,191,586,7/10/06 13:17,191,0,"[nan, nan]",,,0,2006_CA-CDD-6806_MESQUITE,[365746],1,,190,193,['Natural'],586,"[{'ID': 365746, 'COORDS': (35.7267, -115.7083), 'CAUSE': 'Natural', 'SIZE': 586.0, 'DISC': 190, 'CONT': 193.0}]","[(35.7267, -115.7083)]",,1,1,0,365746,35.7267,-115.7083,,"(35.7267, -115.7083)",,,,,,
7900,2006_CA-CDD-8660_MESQUITE 3,CA-CDD-8660,MESQUITE 3,WF,197,L,FALSE,9/7/06 15:30,250,9/8/06 8:00,0,,,,0,,,,,San Bernadino,35.63777800000001,-115.666389,15 MILES SOUTH OF SANDY VALLEY/I-15 AND CIMA,CA,,2006,,0,0,0,0,0,0,,,9/8/06 8:04,,2,FALSE,,,,,,56,,9/7/06 16:30,250,28,9/7/06 16:30,250,9/7/06 16:30,250,197,9/7/06 16:30,250,0,"[nan, nan]",,,0,2006_CA-CDD-8660_MESQUITE 3,[15000975],1,,250,252,['Natural'],197,"[{'ID': 15000975, 'COORDS': (35.637778000000004, -115.666389), 'CAUSE': 'Natural', 'SIZE': 197.0, 'DISC': 250, 'CONT': 252.0}]","[(35.637778000000004, -115.666389)]",,1,1,0,15000975,35.637778000000004,-115.666389,,"(35.637778000000004, -115.666389)",,,,,,
7901,2006_CA-CNF-001918_PINE FIRE,CA-CNF-001918,PINE FIRE,WF,120,U,FALSE,7/14/06 14:13,195,7/15/06 8:00,0,Chaparral (6 feet),,,1,,,,,San Diego,32.634444,-116.348056,WEST OF PINE VALLEY,CA,,2006,,0,0,0,0,0,0,,,8/2/06 16:57,,3,TRUE,,24,,24,30,499,14,7/14/06 16:30,195,195,7/14/06 16:30,195,7/15/06 10:00,196,72,7/15/06 10:00,196,1,"[nan, nan, nan]",,,0,2006_CA-CNF-001918_PINE FIRE,[14979],1,,195,195,['Equipment and vehicle use'],120,"[{'ID': 14979, 'COORDS': (32.82166667, -116.5452778), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 120.0, 'DISC': 195, 'CONT': 195.0}]","[(32.82166667, -116.5452778)]",,1,1,0,14979,32.82166667,-116.5452778,,"(32.82166667, -116.5452778)",44718,106.0864629,26.52161573,53.04323146,-116.5797874,32.77291666
7902,2006_CA-CNF-2059_HORSE FIRE,CA-CNF-2059,HORSE FIRE,WF,16681,H,FALSE,7/23/06 6:04,204,,0,Chaparral (6 feet),,,24,,,,,San Diego,32.768611,-116.634722,5 MILES SOUTH OF ALPINE  CA,CA,14472777,2006,,0,0,0,0,0,0,,,8/2/06 16:50,,22,TRUE,,1918,118,1800,227,21141,25,7/23/06 17:30,204,2105,7/26/06 18:00,207,7/25/06 18:00,206,8400,7/25/06 6:00,206,2,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2006_CA-CNF-2059_HORSE FIRE,[13793],1,['CA3271711662220060723-HORSE'],204,210,['Recreation and ceremony'],16677,"[{'ID': 13793, 'MTBS_ID': 'CA3271711662220060723(HORSE)', 'COORDS': (32.75444444, -116.66916670000002), 'CAUSE': 'Recreation and ceremony', 'SIZE': 16677.0, 'DISC': 204, 'CONT': 210.0}]","[(32.75444444, -116.66916670000002)]",,1,1,1,13793,32.75444444,-116.6691667,CA3271711662220060723(HORSE),"(32.75444444, -116.66916670000002)",44487,26309.44281,1195.8837640000002,11086.03538,-116.6664607,32.75208333
7903,2006_CA-CNF-300_SIERRA,CA-CNF-300,SIERRA,WF,10584,H,FALSE,2/6/06 4:28,37,2/13/06 6:00,0,Chaparral (6 feet),,,8,,,,,Riverside/Orange,33.853889,-117.65,Corona/Orange,CA,7100000,2006,,0,0,0,0,0,0,,,2/22/06 8:00,,20,TRUE,,2110,5,2100,115,16976,17,2/6/06 17:00,37,2192,2/8/06 18:00,39,2/10/06 18:00,41,3011,2/7/06 18:00,38,4,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2006_CA-CNF-300_SIERRA,[12855],1,['CA3382311769020060206-SIERRA'],37,37,['Missing data/not specified/undetermined'],10584,"[{'ID': 12855, 'MTBS_ID': 'CA3382311769020060206(SIERRA)', 'COORDS': (33.85194444, -117.64972220000001), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 10584.0, 'DISC': 37, 'CONT': 37.0}]","[(33.85194444, -117.64972220000001)]",,1,1,1,12855,33.85194444,-117.6497222,CA3382311769020060206(SIERRA),"(33.85194444, -117.64972220000001)",39381,11245.165070000001,1249.462786,4561.717906,-117.6920998,33.83125
7904,2006_CA-CZU-005986_HUMBOLDT,CA-CZU-005986,HUMBOLDT,WF,35,H,FALSE,8/14/06 13:52,226,8/14/06 21:00,0,Short Grass (1 foot),,,1,,,,,San Mateo,37.677222,-122.4,Near Brisbane,CA,104000,2006,,0,0,0,0,0,0,,,8/23/06 0:00,,2,FALSE,,150,,150,2,128,2,8/14/06 17:28,226,128,8/14/06 17:28,226,8/23/06 0:00,235,30,8/14/06 17:28,226,9,"[nan, nan]",,,0,2006_CA-CZU-005986_HUMBOLDT,[15000976],1,,226,226,['Missing data/not specified/undetermined'],35,"[{'ID': 15000976, 'COORDS': (37.677222, -122.4), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 35.0, 'DISC': 226, 'CONT': 226.0}]","[(37.677222, -122.4)]",,1,1,0,15000976,37.677222,-122.4,,"(37.677222, -122.4)",,,,,,
7905,2006_CA-CZU-007182_TERRACE,CA-CZU-007182,TERRACE,WF,3,H,FALSE,9/24/06 2:00,267,9/24/06 18:00,0,,,,0,,,,,Santa Cruz,37.104444,-121.948056,7 miles north of Soquel,CA,44000,2006,,0,0,0,0,0,0,,,9/26/06 0:00,,2,FALSE,,2,,2,,20,,9/24/06 5:07,267,20,9/24/06 5:07,267,9/24/06 5:07,267,3,9/24/06 5:07,267,0,"[nan, nan]",,,0,2006_CA-CZU-007182_TERRACE,[15000977],1,,267,267,['Missing data/not specified/undetermined'],3,"[{'ID': 15000977, 'COORDS': (37.104444, -121.94805600000001), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 3.0, 'DISC': 267, 'CONT': 267.0}]","[(37.104444, -121.94805600000001)]",,1,1,0,15000977,37.104444,-121.948056,,"(37.104444, -121.94805600000001)",,,,,,
7906,2006_CA-CZU-5731_ALPINE,CA-CZU-5731,ALPINE,WF,1,U,FALSE,7/24/06 18:32,205,7/25/06 9:00,0,Timber (Grass and Understory),,,0,,,,,San Mateo,37.305556,-122.255556,TOWN OF LA HONDA,CA,,2006,,0,0,0,0,0,0,,,8/23/06 0:00,,3,FALSE,,,,,,120,,7/24/06 20:06,205,60,7/24/06 20:06,205,7/24/06 20:06,205,1,7/24/06 20:06,205,0,"[nan, nan, nan]",,,0,2006_CA-CZU-5731_ALPINE,[15465],1,,205,205,['Natural'],0.1,"[{'ID': 15465, 'COORDS': (36.29666667, -118.59194440000002), 'CAUSE': 'Natural', 'SIZE': 0.1, 'DISC': 205, 'CONT': 205.0}]","[(36.29666667, -118.59194440000002)]",,1,1,0,15465,36.29666667,-118.5919444,,"(36.29666667, -118.59194440000002)",,,,,,
7907,2006_CA-CZU-7213_HUDDART,CA-CZU-7213,HUDDART,WF,4,U,FALSE,9/25/06 2:00,268,9/25/06 12:00,0,,,,0,H,TRUE,,,San Mateo,37.44,-122.3061111,East of Kings Mountain,CA,43000,2006,,0,0,0,0,0,0,,,9/28/06 7:00,,2,FALSE,,,,,,134,,9/25/06 8:30,268,67,9/25/06 8:30,268,9/25/06 8:30,268,4,9/25/06 8:30,268,0,"[nan, nan]",,,0,2006_CA-CZU-7213_HUDDART,[1329919],1,,267,267,['Missing data/not specified/undetermined'],2.5,"[{'ID': 1329919, 'COORDS': (37.44, -122.30611110000001), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 2.5, 'DISC': 267, 'CONT': 267.0}]","[(37.44, -122.30611110000001)]",,1,1,0,1329919,37.44,-122.3061111,,"(37.44, -122.30611110000001)",,,,,,
7908,2006_CA-DVP-6646_BUTTE #2,CA-DVP-6646,BUTTE #2,WF,2039,L,FALSE,7/5/06 17:51,186,7/6/06 16:00,0,,,,0,,,,,Inyo,36.000556,-117.008611,S. END OF PANAMINT RANGE  NEAREST TOWN TRONA,CA,,2006,,0,0,0,0,0,0,,,7/6/06 16:30,,2,FALSE,,,,,2,,2,7/6/06 11:21,187,,7/6/06 11:21,187,7/6/06 11:21,187,2039,7/6/06 11:21,187,1,"[nan, nan]",,,0,2006_CA-DVP-6646_BUTTE #2,[365032],1,['CA3599211702520060705-BUTTE 2'],186,187,['Natural'],2039,"[{'ID': 365032, 'MTBS_ID': 'CA3599211702520060705(BUTTE 2)', 'COORDS': (36.0177, -117.0681), 'CAUSE': 'Natural', 'SIZE': 2039.0, 'DISC': 186, 'CONT': 187.0}]","[(36.0177, -117.0681)]",,1,1,1,365032,36.0177,-117.0681,CA3599211702520060705(BUTTE 2),"(36.0177, -117.0681)",43999,689.562009,229.85400299999998,371.3026203,-117.0324552,35.98958333
7909,2006_CA-DVP-7311_CALICO,CA-DVP-7311,CALICO,WF,9280,L,TRUE,7/24/06 17:32,205,7/27/06 18:00,0,Chaparral (6 feet),,,0,,,,,Inyo,35.983610999999996,-116.486667,15 MILES WEST OF SHOSHONE,CA,,2006,,0,0,0,0,0,0,,,7/28/06 18:00,,5,FALSE,,,,,2,17,1,7/26/06 8:30,207,7,7/26/06 8:30,207,7/28/06 18:00,209,6480,7/28/06 18:00,209,4,"[nan, nan, nan, nan, nan]",,,0,2006_CA-DVP-7311_CALICO,[365035],1,['CA3598411648720060724-CALICO'],205,209,['Natural'],9280,"[{'ID': 365035, 'MTBS_ID': 'CA3598411648720060724(CALICO)', 'COORDS': (36.5558, -117.0517), 'CAUSE': 'Natural', 'SIZE': 9280.0, 'DISC': 205, 'CONT': 209.0}]","[(36.5558, -117.0517)]",DEATH VALLEY COMPLEX,1,1,1,365035,36.5558,-117.0517,CA3598411648720060724(CALICO),"(36.5558, -117.0517)",44585,3606.93974,1803.46987,2121.729259,-116.5369701,36.00625
7910,2006_CA-DVP-7371_BULLFROG,CA-DVP-7371,BULLFROG,WF,2200,L,TRUE,7/26/06 0:00,207,7/29/06 20:00,0,,,,0,,,,,Inyo,36.8925,-116.955833,15 MILES WEST OF SHOSHONE,CA,,2006,,0,0,0,0,0,0,,,7/27/06 18:00,,3,FALSE,,,,,1,56,1,7/27/06 18:00,208,56,7/27/06 18:00,208,7/27/06 0:00,208,1950,7/27/06 0:00,208,1,"[nan, nan, nan]",,,0,2006_CA-DVP-7371_BULLFROG,[365036],1,['NV3691211694820060725-BULLFROG'],206,209,['Natural'],3710,"[{'ID': 365036, 'MTBS_ID': 'NV3691211694820060725(BULLFROG)', 'COORDS': (36.8336, -116.9183), 'CAUSE': 'Natural', 'SIZE': 3710.0, 'DISC': 206, 'CONT': 209.0}]","[(36.8336, -116.9183)]",DEATH VALLEY COMPLEX,1,1,1,365036,36.8336,-116.9183,NV3691211694820060725(BULLFROG),"(36.8336, -116.9183)",44569,1591.296944,397.824236,795.648472,-116.9442042,36.88958333
7911,2006_CA-ENF-15754_51,CA-ENF-15754,51,WF,45,H,FALSE,9/2/06 22:00,245,9/4/06 8:00,0,Heavy Logging Slash,,,0,,,,,El Dorado,38.7225,-120.434722,Southeast of Pollock Pines,CA,180000,2006,,0,0,0,0,0,0,,,9/8/06 7:00,,3,FALSE,,,,,,315,,9/3/06 6:30,246,195,9/3/06 6:30,246,9/3/06 6:30,246,45,9/3/06 6:30,246,1,"[nan, nan, nan]",,,0,,,,,,,,,,,,,,,,,,,"(nan, nan)",,,,,,
